id,name,price,symbol,industry,market,currency,date
27bcdafd-4c4e-4768-89b6-bf92f9dd7bbd,"Rollins, Inc.",18472.53,ROL,,,PHP,2019/03/06
10b31419-11c6-49fc-b97e-3b3cde951912,Transdigm Group Incorporated,39286.72,,Military/Government/Technical,NYSE,HNL,10/4/2019
c2eebff5-bb5c-458c-a87e-fd393a2bb9f1,Atomera Incorporated,77687.98,ATOM,Semiconductors,NASDAQ,EUR,03/04/2019
c8a1cbcc-eb61-455f-b8cf-a18d086a217e,"Speedway Motorsports, Inc.",12194.58,TRK,Services-Misc. Amusement & Recreation,NYSE,PHP,2019-05-09
6d750adf-eb1e-401b-a7a4-c027b15e0de1,Nuveen Minnesota Quality Municipal Income Fund,27747.28,NMS,n/a,NYSE,KES,17/4/2020
fb2c38e3-a41c-4f40-a4ad-4bdfa5c64bb1,Cohen & Steers Inc,3022.66,CNS,,,RUB,2020/09/29
6002b74b-287a-4de3-8c6f-4809f7498122,Alpine Global Dynamic Dividend Fund,6897.65,AGD,n/a,NYSE,CAD,12/1/2019
5197c41c-d22c-4d63-9407-0d49fc86be54,Apple Inc.,82801.15,AAPL,Computer Manufacturing,NASDAQ,UAH,09/06/2020
8a42425b-46b6-4a4b-8593-0e7f6333f2ae,Transocean Ltd.,78615.48,RIG,Oil & Gas Production,NYSE,IDR,2020-09-02
b89b72f1-6355-44e1-ba8e-643d9a46453a,"Maiden Holdings, Ltd.",42835.86,MH^C,n/a,NYSE,COP,31/8/2019
1149f83b-1cb7-4151-95c1-68b2c527804a,Novadaq Technologies Inc,33878.32,NVDQ,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,MAD,2020/09/18
932a6e37-f7ea-460c-b3a0-dccdcc13f5bd,Vaalco Energy Inc,74660.1,EGY,Oil & Gas Production,NYSE,CNY,8/17/2020
b1a201fa-6aaa-44a4-9d15-de7b23cf4d51,Masco Corporation,72069.39,,,,IDR,01/25/2019
4e8306a6-f6e9-407f-ab90-2493d1d707e5,"Roadrunner Transportation Systems, Inc",51343.63,RRTS,,,CNY,2020-07-23
aaef728a-c82d-4021-b3d9-e1d50cbc4cf0,"Nexeo Solutions, Inc.",96092.12,,Specialty Chemicals,NASDAQ,MXN,17/6/2020
291487c5-b170-4da9-a1c7-da974dde6ddb,"J. W. Mays, Inc.",66904.11,MAYS,Building operators,NASDAQ,NGN,
4c5ec472-364a-4a4c-8d0a-6931d00036f1,"Remark Holdings, Inc.",18714.83,MARK,Telecommunications Equipment,NASDAQ,IDR,6/29/2020
b280ec08-c630-455e-9807-9e21f1de778a,"Gartner, Inc.",26333.58,IT,,,CNY,05/30/2019
4fd29234-bfac-465c-97eb-7c7a4048a8ea,"DexCom, Inc.",78113.51,,Medical/Dental Instruments,NASDAQ,CRC,
6fccce81-f336-4cf4-b16f-fcf958a64e05,"Lumber Liquidators Holdings, Inc",52510.61,,RETAIL: Building Materials,NYSE,RUB,
712aa0b7-8827-4ef9-aec1-400bc9535239,"Tallgrass Energy GP, LP",34367.72,TEGP,,,RUB,2019/02/18
9b159d2e-a8b7-4470-bd66-70985b0fff3f,trivago N.V.,77773.58,,n/a,NASDAQ,EUR,6/14/2020
a6489a4a-d0d7-4729-aaa3-ac457595611f,Anixter International Inc.,76524.69,,Telecommunications Equipment,NYSE,SEK,05/08/2020
d4963a36-634e-4148-b632-e77bcc399d53,"National Oilwell Varco, Inc.",45766.27,,,,EUR,2019-05-22
f7e6487d-a9f8-408c-9bc8-007a2c7663eb,Axar Acquisition Corp.,57702.17,AXAR,Business Services,NASDAQ,BRL,
deef4676-9cad-49aa-89d4-68fa2c55c8c0,iPath US Treasury Long Bond Bull ETN,79303.13,DLBL,Commercial Banks,NASDAQ,AUD,
b9b6b88c-dbd2-4858-8a9a-78fdc098c21f,"Team, Inc.",52787.25,,Other Consumer Services,NYSE,EUR,8/30/2019
cf7e4682-f2a6-4904-91dc-dfcafbf989de,Johnson & Johnson,32646.06,JNJ,Major Pharmaceuticals,NYSE,CNY,02/09/2020
37f5ac5c-012a-4340-858f-5a473f2cd4de,Mobileye N.V.,66722.39,MBLY,Computer Software: Prepackaged Software,NYSE,USD,2020-09-25
26f90844-c581-4f53-9a8d-86e121aa1918,OvaScience Inc.,28547.66,OVAS,Major Pharmaceuticals,NASDAQ,JPY,14/8/2020
6f999789-52ec-439f-b914-6756734b75da,Merus Labs International Inc.,74390.91,MSLI,,,BRL,2020/07/01
d1eca1f6-db9e-46ba-896b-ebc262e3a3d9,Fortress Transportation and Infrastructure Investors LLC,27867.32,FTAI,n/a,NYSE,USD,2/18/2020
bf530280-ec77-41cf-8a2b-d185a4b7da9e,Apollo Senior Floating Rate Fund Inc.,76848.73,,n/a,NYSE,TZS,05/02/2019
483dfb97-3848-4b1c-a711-505e512ef897,Leading Brands Inc,17443.11,,Beverages (Production/Distribution),NASDAQ,IDR,2019-06-29
00c7a0e9-9d1f-41c2-ac48-3dea3ab76730,"Host Hotels & Resorts, Inc.",53396.54,,Real Estate Investment Trusts,NYSE,CNY,18/12/2019
34aae175-efa4-48e0-9e17-e6b7fb09a695,"FRONTEO, Inc.",31236.94,,n/a,NASDAQ,JPY,2020/07/20
7380ea26-c685-496d-bc7f-17c4375017f0,BlackRock Strategic Municipal Trust Inc. (The),69549.73,BSD,n/a,NYSE,IDR,1/10/2020
5ec869a9-d941-4deb-b5b8-f6dddbda5067,The First of Long Island Corporation,66243.18,FLIC,Major Banks,NASDAQ,CNY,08/07/2020
875bdf20-1e03-4077-9c48-45050a0bcd30,Seanergy Maritime Holdings Corp,79025.2,,Marine Transportation,NASDAQ,CNY,
02987113-9889-473e-ab76-cfe0c7604d8d,Trinseo S.A.,85025.17,TSE,Major Chemicals,NYSE,CNY,21/2/2020
6d5000a4-7028-472c-b5e7-192f3966e87f,Adaptimmune Therapeutics plc,73359.07,ADAP,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,CNY,
016b6547-137d-4ef2-9590-3b5aca6e99ca,"Synopsys, Inc.",6115.8,SNPS,Computer Software: Prepackaged Software,NASDAQ,CNY,8/16/2019
df716222-a9c3-471a-bf01-8439e3df15e7,Zoetis Inc.,35573.72,ZTS,Major Pharmaceuticals,NYSE,PEN,05/15/2020
7594b1aa-12a2-4e18-b93c-019260eb723c,Chicago Bridge & Iron Company N.V.,2542.49,,Engineering & Construction,NYSE,EUR,2019-11-14
83557239-db63-4c9f-b82d-d8e2459877a5,Strattec Security Corporation,9942.55,STRT,Auto Parts:O.E.M.,NASDAQ,CNY,3/12/2019
67965cc2-38a1-48a3-86cb-f3711f6979bb,Telecom Italia S.P.A.,18462.17,TI.A,n/a,NYSE,BRL,2019/07/26
bb3640cb-d2b4-431c-befc-0fe8bdbddcc4,Ball Corporation,3394.98,BLL,Containers/Packaging,NYSE,SEK,8/9/2020
65540c19-9acf-4395-bfd0-1634c1e00b31,Envision Healthcare Corporation,50374.53,EVHC,Medical/Nursing Services,NYSE,RUB,01/31/2019
97a1b5b5-683a-422c-8071-91dae2b8ee37,Ovid Therapeutics Inc.,92236.52,,Major Pharmaceuticals,NASDAQ,IDR,2019-10-03
a5f4d253-e0b9-4886-8be5-3f5194d1e740,TIM Participacoes S.A.,1840.68,TSU,,,IDR,
2392295b-f384-4554-86f9-cf5d62bbb3d2,VictoryShares US 500 Volatility Wtd ETF,35396.62,CFA,n/a,NASDAQ,CNY,2019/04/04
38774dc9-b681-410a-b289-42abb0466abe,Murphy USA Inc.,39844.19,,Automotive Aftermarket,NYSE,AMD,6/22/2019
14a2ae7a-cc5a-4cc8-a455-ee90cc370e84,Southern Copper Corporation,10332.37,SCCO,Precious Metals,NYSE,CZK,02/05/2019
fc1f993e-28e6-4832-a12a-5608f878990b,VelocityShares 3x Long Gold ETN,5538.29,UGLD,Investment Bankers/Brokers/Service,NASDAQ,PHP,2020-05-02
0f1a146d-23b4-4441-b886-ddbdc79a7abc,"Gener8 Maritime, Inc.",32351.22,GNRT,Marine Transportation,NYSE,USD,13/6/2019
44becfc7-8b48-4bdf-8512-ebc2e71db4c7,"Maxwell Technologies, Inc.",98484.34,MXWL,Industrial Machinery/Components,NASDAQ,PEN,2019/08/12
8e4147bb-3f70-4140-bad8-94e79fc59aa3,EMC Insurance Group Inc.,4272.16,,,,PHP,5/16/2020
6cd77d46-8ac1-4e66-9085-5d470dc44271,First Trust Multi Cap Growth AlphaDEX Fund,2463.03,FAD,,,CNY,10/06/2020
75aab9af-81a1-42a5-b306-5bfaeeb784fc,"Warrior Met Coal, Inc.",490.17,HCC,Coal Mining,NYSE,PLN,
18226788-12b4-452d-9b63-59981d1e80c9,"PulteGroup, Inc.",49951.35,,Homebuilding,NYSE,PHP,23/9/2020
96844012-af68-40b3-930e-4d4e85543e2b,National General Holdings Corp,31714.32,NGHCN,,,IDR,
cb4eeeda-5efc-45b2-9218-891b162b975b,"Prudential Financial, Inc.",49173.68,PRH,Life Insurance,NYSE,IDR,8/4/2019
e4861ae9-78f9-438c-8c65-ed534be17287,Nuveen Municipal Credit Income Fund,78989.83,,n/a,NYSE,CLP,09/08/2020
bc06a867-6991-4133-b363-7bf106ff86b7,"United States Lime & Minerals, Inc.",36824.67,,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NASDAQ,PLN,2020-03-06
df3e4840-4fc0-456e-bb6d-ba9f5a9ae708,"FRONTEO, Inc.",40991.84,FTEO,n/a,NASDAQ,PLN,4/5/2019
452e9a6d-94e2-4a53-8312-37120898a500,Dawson Geophysical Company,17341.55,DWSN,Oil & Gas Production,NASDAQ,CNY,2020/08/29
0a892ab1-ba4f-4fcf-8360-20bfbc77b383,"MiMedx Group, Inc",6200.71,MDXG,Medical/Dental Instruments,NASDAQ,PLN,7/10/2020
28bd585b-afc4-4381-8106-0fc8bc46f3de,DBV Technologies S.A.,35499.44,DBVT,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,PKR,07/24/2019
5fc87f22-cc30-460e-94ab-d7cf04320442,The Charles Schwab Corporation,92094.96,SCHW,Investment Bankers/Brokers/Service,NYSE,CNY,2020-02-12
d80f2765-2b24-48fc-80de-1ca6c9ceb02e,"PPL Capital Funding, Inc.",19064.9,PPX,Electric Utilities: Central,NYSE,BRL,
ed9132e7-6729-4393-9616-1203fc284a1f,Giga-tronics Incorporated,52514.35,GIGA,Electrical Products,NASDAQ,RUB,2020/01/02
eb036bb5-6ba3-44e5-85cf-03692705d8a7,PBF Logistics LP,92636.78,,Natural Gas Distribution,NYSE,PLN,6/17/2020
6560301a-40fe-4c6f-838c-66a4f7fddef9,"Cisco Systems, Inc.",82134.46,,Computer Communications Equipment,NASDAQ,RUB,10/01/2019
d76bfa6c-64bb-4a18-b8c1-d63d1136836f,Voya Natural Resources Equity Income Fund,19840.51,,n/a,NYSE,ILS,2019-09-16
29894df2-7261-49f0-81aa-958356622de8,First Trust China AlphaDEX Fund,90979.27,,n/a,NASDAQ,IDR,27/6/2019
bc7c7c23-d1a0-4690-bc4e-001d80688438,Jewett-Cameron Trading Company,56632.96,JCTCF,RETAIL: Building Materials,NASDAQ,CNY,2020/04/16
4ee10269-68e1-4a3d-a3b7-df683dd8b993,"Obalon Therapeutics, Inc.",39702.47,OBLN,,,BRL,5/29/2020
875f5465-0a71-44a8-8c65-ad0bfd2ef394,RAIT Financial Trust,26335.87,RAS^B,n/a,NYSE,PHP,08/06/2019
fcae1040-7931-42fd-b55d-f2b906b47d1b,Qumu Corporation,16352.53,QUMU,Computer Software: Prepackaged Software,NASDAQ,YER,2019-12-04
55868859-8fc2-4dc3-8600-732ebc7aa3f2,"Fidelity National Financial, Inc.",92329.29,FNFV,Specialty Insurers,NYSE,CNY,12/2/2020
87de6daa-adfe-4e0c-ac01-d7041a2b118c,Blackstone / GSO Strategic Credit Fund,35699.89,,n/a,NYSE,BRL,2019/07/07
f59faff3-21db-4e48-9bba-25e8776465e2,Countrywide Financial Corporation,85976.15,,n/a,NYSE,PLN,12/4/2019
b191cea9-4c11-4e91-97f7-2e33127a5d7e,DTE Energy Company,64666.91,DTJ,,,CNY,05/18/2020
6e12ba15-309b-4f25-ac3b-6eb5122cc63c,"Teladoc, Inc.",89366.83,TDOC,Medical/Nursing Services,NYSE,EUR,2020-10-12
8b5d4ae6-0ea6-462b-96d0-293e64b41984,Synchrony Financial,15421.37,,Finance: Consumer Services,NYSE,IDR,12/9/2020
95657db9-39f2-45b5-be9f-8dbf004b9632,"Fogo de Chao, Inc.",2796.51,FOGO,Restaurants,NASDAQ,BOB,2019/01/31
168d96af-a505-404d-b50d-cf7986f82ed6,"Discovery Communications, Inc.",42641.69,DISCA,Television Services,NASDAQ,IDR,3/5/2020
9ef32b11-40d9-4036-89a0-bf8bf2c5bb44,Kewaunee Scientific Corporation,54674.13,,Medical Specialities,NASDAQ,IDR,12/17/2019
91578dc8-33bb-4923-8c89-61d51555aa5c,"Ambac Financial Group, Inc.",7335.88,,Property-Casualty Insurers,NASDAQ,THB,2019-12-09
a7cb5b6c-3bbb-42dd-8126-717da606d833,"Pieris Pharmaceuticals, Inc.",10207.58,PIRS,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ,TND,13/8/2019
1089622e-c590-488b-9af0-7638d5235ffb,PowerShares S&P SmallCap Consumer Discretionary Portfolio,87779.68,PSCD,n/a,NASDAQ,EUR,2019/02/17
6a9284cc-74f3-4d17-8601-1d0d1604cb60,"Applied Materials, Inc.",62406.78,AMAT,Semiconductors,NASDAQ,EUR,7/5/2020
f21da789-d04f-4bbb-abba-b20f3230e1a0,Zhaopin Limited,94461.24,ZPIN,Professional Services,NYSE,BRL,08/23/2020
3fc66fd6-0ba9-48f4-b408-742fea23e171,DCT Industrial Trust Inc,27129.17,DCT,Real Estate Investment Trusts,NYSE,UAH,
61dcef7b-b4c4-463a-bd08-f8e532727cf6,Exelon Corporation,92444.44,EXC,Power Generation,NYSE,PLN,27/2/2019
ff73b81f-b2a8-4c90-ba3b-fbacc321277f,"CASI Pharmaceuticals, Inc.",45981.22,CASI,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,EUR,2020/06/22
2acf23a4-03f2-436e-a474-f39016b887cf,Ciena Corporation,55981.51,,Telecommunications Equipment,NYSE,BDT,3/26/2019
167559b8-0bb6-497d-83de-bdf78600449c,"Frequency Electronics, Inc.",70350.1,FEIM,Electrical Products,NASDAQ,PLN,04/03/2020
df4afd88-a6b1-4eba-99cd-84b58fc06e09,"Dover Motorsports, Inc.",37512.44,,Services-Misc. Amusement & Recreation,NYSE,IDR,
b15ad436-b970-4e61-bc1e-4f61d2f392c2,"AgroFresh Solutions, Inc.",79167.96,AGFS,Business Services,NASDAQ,RUB,7/2/2020
10da9ff1-04a6-4085-85af-bb0dd8f303b4,Guangshen Railway Company Limited,52605.38,,Railroads,NYSE,CNY,2019/02/04
89f859b9-9431-4953-9c35-74a93e1b93d1,"Digital Ally, Inc.",48032.47,DGLY,Radio And Television Broadcasting And Communications Equipment,NASDAQ,RUB,5/2/2020
6014135b-bf2a-4735-830e-183c608197c1,Andina Acquisition Corp. II,85285.61,ANDAR,,,HRK,12/23/2019
9959a184-169d-4e0e-be81-c191d17bb476,CF Corporation,29571.88,,Business Services,NASDAQ,EUR,
eaa9077e-0e77-4a94-bf1a-08a9e0f817d8,Barington/Hilco Acquisition Corp.,1734.7,,Business Services,NASDAQ,CNY,4/9/2019
b036c092-bb52-4565-b5f9-6f1136801b67,Ardagh Group S.A.,49247.34,,Containers/Packaging,NYSE,CNY,2019/04/07
d075668b-3b4e-4ef3-bceb-a2e3b67e827b,Arbor Realty Trust,47747.1,ABR^B,n/a,NYSE,COP,
44e86c1c-76b3-4b84-b825-1eb5c3dd6e0a,QuickLogic Corporation,42091.29,QUIK,Semiconductors,NASDAQ,CNY,
eca25de0-0938-4d92-bd67-89f0d4f5c6be,"CSW Industrials, Inc.",59748.88,CSWI,Home Furnishings,NASDAQ,CNY,2020-03-31
e29c1f59-b230-4d6e-9a19-58547a783dfb,"Wolverine World Wide, Inc.",33915.86,WWW,Shoe Manufacturing,NYSE,SEK,26/4/2019
6186642a-e25f-44ba-a453-a24e554b6334,"Uranium Resources, Inc.",58061.27,URRE,Precious Metals,NASDAQ,UAH,2019/07/18
2c961c64-c35e-489d-996c-50e78c2b7324,Grupo Financiero Galicia S.A.,918.51,GGAL,Commercial Banks,NASDAQ,IDR,5/19/2020
0263d59a-669f-4cf8-b2ae-ca90ec4f8ad1,Vipshop Holdings Limited,20788.47,,Catalog/Specialty Distribution,NYSE,BRL,03/15/2020
8caa706b-7606-45f7-878b-9fc9df61f27d,"Spark Energy, Inc.",42522.63,SPKE,Power Generation,NASDAQ,CNY,2019-03-31
afdcaf82-8a2a-4e0c-956e-545fe3cde760,"Allete, Inc.",43910.91,ALE,Power Generation,NYSE,PLN,13/1/2019
d86a9b33-4760-4f1c-a08b-e6979aa6b617,Procter & Gamble Company (The),64050.13,PG,Package Goods/Cosmetics,NYSE,CNY,2019/10/02
3da7e46a-9b91-4604-af27-e932f2a44e9f,"Shake Shack, Inc.",35364.03,SHAK,Restaurants,NYSE,CNY,2/23/2019
337d9fd5-1cc8-4633-af91-22cd84366ac1,"Hub Group, Inc.",33529.36,,Oil Refining/Marketing,NASDAQ,CNY,07/22/2020
7a849b30-e98a-4ad7-a9ed-0ad188671942,Time Warner Inc.,34656.98,TWX,Television Services,NYSE,BRL,2019-07-07
1bbf6d96-6c4e-4fdb-9809-f0b36c7c40a4,Baxter International Inc.,50863.73,,Medical/Dental Instruments,NYSE,MMK,
d50b7000-6066-4447-ab1c-c698c5feed31,Liberty Broadband Corporation,11844.26,LBRDA,Television Services,NASDAQ,VND,2020/06/23
7a386680-e77a-4b37-ac2c-b8c317c9f0c0,iShares GNMA Bond ETF,78861.15,GNMA,n/a,NASDAQ,CNY,9/1/2019
d611c09c-b5f9-4be0-ae87-0eabeff3c427,"Veritone, Inc.",59934.92,VERI,EDP Services,NASDAQ,CNY,09/23/2019
4dff677c-6377-4ff3-80f1-ceb3a8938910,"AAC Holdings, Inc.",58254.07,AAC,Medical Specialities,NYSE,ETB,2020-08-07
db00392c-2a59-4211-ab4f-9bc2cab38c9a,Eaton Vance Municipal Income Trust,43021.56,EVN,n/a,NYSE,AUD,9/8/2019
e924009f-a6c1-4ed2-ad5b-bf51b7d8983d,"G. Willi-Food International,  Ltd.",19528.74,WILC,Food Distributors,NASDAQ,PLN,2019/12/11
28f0d0fe-f6d2-4bdf-9b60-dbfef36dc3c6,"Equifax, Inc.",72870.41,,Finance: Consumer Services,NYSE,BRL,2/21/2020
f618638f-c2fc-4157-af05-e45bbf5c2774,Sprague Resources LP,33923.13,SRLP,Oil Refining/Marketing,NYSE,XOF,05/08/2020
f005fd75-d93f-46e9-a608-d8c5eeb520dc,"Moleculin Biotech, Inc.",3023.85,,Major Pharmaceuticals,NASDAQ,CNY,2020-02-15
da249840-a344-4db2-b8de-8206bcfbb1db,"SenesTech, Inc.",876.42,SNES,Agricultural Chemicals,NASDAQ,RUB,
f03ab4d6-9149-4ac4-9c41-ce3c5e04a8de,"Computer Task Group, Incorporated",62660.2,CTG,EDP Services,NASDAQ,EUR,2019/09/14
65ea4e6d-2644-4fff-96e5-6e806d8066c2,Axar Acquisition Corp.,65270.31,AXAR,Business Services,NASDAQ,IDR,4/23/2019
fdc62231-d161-4550-abb4-8ad733c12e46,"MKS Instruments, Inc.",34892.05,MKSI,Industrial Machinery/Components,NASDAQ,CZK,03/03/2019
3cf94c4d-870c-48c6-908a-df1b2f6e351e,"Templeton Emerging Markets Income Fund, Inc.",98963.47,TEI,n/a,NYSE,VND,2019-06-11
aea03bd5-c7f1-49af-8287-ae0b1f89f53a,Charles & Colvard Ltd,31117.17,CTHR,Consumer Specialties,NASDAQ,IDR,20/6/2019
c162ae70-b25b-4dfe-b43f-32c3b7eaec6a,Nuveen Floating Rate Income Fund,13878.54,JFR,n/a,NYSE,CNY,2019/08/01
4283bc62-ab1c-4a5e-bb24-03135643a7b6,CHS Inc,80383.55,CHSCM,Farming/Seeds/Milling,NASDAQ,EUR,5/26/2019
e7373d5a-b813-48db-966b-a2408ee2cbc2,"Agilysys, Inc.",64082.2,AGYS,EDP Services,NASDAQ,IDR,07/17/2019
616884c7-c4f1-4c76-9c96-523d03c4974e,Blackrock Global,68224.59,BOE,n/a,NYSE,UAH,2019-06-28
5272d2e7-206c-4828-996f-38c91d913a0f,Navigator Holdings Ltd.,76898.13,NVGS,Marine Transportation,NYSE,RUB,30/7/2020
7358108a-a122-4dfa-9210-39893252f3ad,Corporate Office Properties Trust,10951.51,OFC^L.CL,n/a,NYSE,THB,2020/01/29
ecf30d51-dc35-4719-b22c-bde47e215cc7,"Stemline Therapeutics, Inc.",63450.2,STML,Major Pharmaceuticals,NASDAQ,AFN,12/8/2019
d434318c-c1d8-4f56-9b08-2c71ada93c68,FirstService Corporation,70656.5,FSV,Real Estate,NASDAQ,IDR,12/10/2019
b5d73dcd-b059-4fac-bcef-0c6650ec99e0,Sirius XM Holdings Inc.,77741.98,SIRI,Broadcasting,NASDAQ,EUR,2019-02-22
dffeb1a5-416c-4b54-a498-52f15a30af4f,Exa Corporation,16857.83,EXA,Computer Software: Prepackaged Software,NASDAQ,BOB,1/4/2020
c26cfe59-1535-47ff-9110-d8b978873d83,Vornado Realty Trust,39964.02,VNO^L,n/a,NYSE,IDR,2020/06/05
8caeb53e-c13c-42d5-8e5a-7d67db99f4b1,"TeleTech Holdings, Inc.",44177.87,TTEC,Professional Services,NASDAQ,PHP,8/1/2020
cfce7233-3789-4256-a004-03010d4b451b,"ILG, Inc",84055.36,ILG,,,COP,02/25/2019
93276afc-510f-4d4a-98f0-0220935cf576,Xplore Technologies Corp,523.9,XPLR,Computer Manufacturing,NASDAQ,CNY,2020-08-13
698f2969-dc37-4545-af68-0e91ec2d0f10,"Meridian Bancorp, Inc.",5357.69,EBSB,Major Banks,NASDAQ,EUR,
1f32ffc7-84f3-4b95-aa78-bb51b45e9b10,"Roper Technologies, Inc.",4463.09,ROP,Industrial Machinery/Components,NYSE,SEK,2020/08/21
a9143418-7500-4962-be10-cc22b9a3f5ae,Sparton Corporation,23326.9,,Electrical Products,NYSE,IDR,3/19/2019
9a79e853-037a-47fc-a934-5ed541850b40,"HC2 Holdings, Inc.",47618.83,,Metal Fabrications,NYSE,EUR,08/27/2020
37577174-5066-46cc-af1b-54b5a0c20e18,Two Harbors Investments Corp,55174.15,,Real Estate Investment Trusts,NYSE,CNY,
117bea0c-5e62-41b7-9756-7d285e11c21b,Wells Fargo & Company,41098.62,WFC^X,n/a,NYSE,MVR,2/9/2019
81fc2ed0-1c55-4b5b-b97c-9318e21ecac7,Investors Real Estate Trust,12305.25,IRET^B,,,HRK,
2a473c2a-18ab-4fc7-b259-d2d41bc301ef,"Miragen Therapeutics, Inc.",21340.77,MGEN,Medical Specialities,NASDAQ,CNY,8/3/2020
070c075f-2c6a-4b87-b7fa-de0ad57819a3,Arc Logistic Partners LP,13373.82,ARCX,Oil Refining/Marketing,NYSE,BRL,07/25/2019
4830caaa-e846-4f0f-ac8a-d962d4be910f,"Agile Therapeutics, Inc.",57997.66,AGRX,Major Pharmaceuticals,NASDAQ,THB,2019-05-23
afe025f4-7a2f-4c0d-89bc-ba5b1bd4b53b,"China Natural Resources, Inc.",79877.97,CHNR,Precious Metals,NASDAQ,IDR,
37f3bafb-5550-47b9-b505-648d305563ef,eHi Car Services Limited,21111.82,EHIC,Rental/Leasing Companies,NYSE,UAH,2020/02/14
d23cfa6e-ad06-48b7-bc06-462b53fbdbcc,The Priceline Group Inc. ,84164.2,PCLN,Business Services,NASDAQ,CAD,
7e9f0f7f-6db1-4f77-bf8f-bdeae3ba4d61,"NextEra Energy Partners, LP",14934.28,NEP,Electric Utilities: Central,NYSE,VND,
1a300e13-4aa0-4a4e-930c-970eefa66748,PIMCO Dynamic Credit and Mortgage Income Fund,25294.88,PCI,n/a,NYSE,EUR,2020-01-09
9073b19c-6690-4f4f-aed8-30dc8cacccc1,Sears Holdings Corporation,44813.38,,Department/Specialty Retail Stores,NASDAQ,EUR,30/10/2019
15dd8731-28b4-4964-9872-53e1245d25ca,"Bankrate, Inc.",16902.28,RATE,EDP Services,NYSE,XAF,
771231a0-4bc7-493a-a899-31664561c45f,PAR Technology Corporation,29866.57,PAR,Office Equipment/Supplies/Services,NYSE,LAK,8/18/2019
47d90fea-8217-4873-8704-4b7e51ddac9d,"iRhythm Technologies, Inc.",6922.84,IRTC,Medical/Dental Instruments,NASDAQ,PHP,10/09/2019
4e8b7285-58c0-43ef-b51d-a6e76c33395b,Dun & Bradstreet Corporation (The),98015.94,DNB,Finance: Consumer Services,NYSE,IDR,2020-08-03
c3dfcf1a-ad32-4027-96ac-32c712fe1cf3,"QuinStreet, Inc.",23452.95,,Business Services,NASDAQ,CNY,29/11/2019
55855f7a-74ec-43fc-94c3-3e24f20dacb9,Hunter Maritime Acquisition Corp.,25973.4,HUNTW,Oil Refining/Marketing,NASDAQ,PHP,
50d58158-501a-43c9-b196-c526acce8a28,"Maxim Integrated Products, Inc.",49555.83,MXIM,Semiconductors,NASDAQ,HNL,2/11/2020
d1906a05-301b-43eb-9419-3a915cfff417,MV Oil Trust,35067.37,,Oil & Gas Production,NYSE,CNY,01/22/2019
6e39e4d5-6dc3-4bc2-9f95-3063390e500e,"Synopsys, Inc.",43982.23,,Computer Software: Prepackaged Software,NASDAQ,COP,2020-06-27
537147c7-8dfc-4abd-bbf1-500d1b8c02c0,Huntington Bancshares Incorporated,94032.68,HBANN,,,VND,
881197b3-521d-41e1-a676-3a6941d87baf,"Sunworks, Inc.",17294.52,,,,PKR,2019/10/19
10c2b1d1-6a4b-4602-b2bd-15c3a332a833,"Interactive Brokers Group, Inc.",20370.04,,Investment Bankers/Brokers/Service,NASDAQ,USD,7/5/2020
08df95bf-ba41-4a53-a400-9740b2ce201b,"Maxwell Technologies, Inc.",39346.16,,,,RUB,05/08/2019
05c3a86d-b1f4-40bf-b9ba-4be9e8b30f23,"Dycom Industries, Inc.",22337.94,,Water Supply,NYSE,CNY,2019-09-21
fb7a33f3-91cf-4b2b-b328-6dcf973c3c70,"CSW Industrials, Inc.",69853.72,CSWI,Home Furnishings,NASDAQ,IDR,12/3/2019
cc3d7c3a-30f1-49fb-a953-aad87dc36cc4,"Home Depot, Inc. (The)",88653.2,HD,RETAIL: Building Materials,NYSE,RUB,2019/03/06
59d0e176-2ecf-4c59-b8f6-4056004143e7,"CSS Industries, Inc.",12635.03,CSS,Consumer: Greeting Cards,NYSE,IDR,2/16/2019
da6d9448-ef4c-499c-bf73-03eaa2ede8c7,The Gabelli Healthcare & Wellness Trust,81476.23,,n/a,NYSE,CAD,04/06/2020
b67fca7a-e313-499b-a404-c1826091f4fe,"EQT Midstream Partners, LP",86212.42,EQM,Natural Gas Distribution,NYSE,THB,2020-05-25
b761f55b-425f-4684-9ba8-d04afe39a832,"Intrawest Resorts Holdings, Inc.",4081.23,SNOW,,,THB,27/1/2020
4cb04c75-da4b-4328-90d3-60ab5f649853,Liberty Media Corporation,56687.81,,Broadcasting,NASDAQ,RUB,
926664dc-de2f-4de7-9553-e05671529b5e,"Kindred Healthcare, Inc.",27190.47,KND,Hospital/Nursing Management,NYSE,XAF,1/4/2020
9a24edc6-4c24-489d-9ea8-938076261d69,Galectin Therapeutics Inc.,61987.98,,Major Pharmaceuticals,NASDAQ,CNY,06/12/2020
3cad59b9-ebe0-4cee-a3d6-349e59ea5b63,"Illumina, Inc.",66826.02,ILMN,Biotechnology: Laboratory Analytical Instruments,NASDAQ,EUR,2020-07-28
309c7983-6754-453a-9d0e-27cabe4ec63a,"Magyar Bancorp, Inc.",5564.94,,,,GTQ,8/6/2020
